stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
6111,6111,Ashland & 76th Street,"Ashland & 76th Street, Southbound, Northwest Corner",41.75592748,-87.66370353,0,,1
6112,6112,Ashland & 77th Street,"Ashland & 77th Street, Southbound, Northwest Corner",41.7541134,-87.66361019,0,,1
6113,6113,Ashland & 78th Street,"Ashland & 78th Street, Southbound, Northwest Corner",41.7522654,-87.66355318,0,,1
6114,6114,Ashland & 79th Street,"Ashland & 79th Street, Southbound, Northwest Corner",41.75044511,-87.66358075,0,,1
6115,6115,Ashland & 80th Street,"Ashland & 80th Street, Southbound, Northwest Corner",41.74859081,-87.66349851,0,,1
6116,6116,Ashland & 81st Street,"Ashland & 81st Street, Southbound, Northwest Corner",41.74678005,-87.66347794,0,,1
6117,6117,Ashland & 82nd Street,"Ashland & 82nd Street, Southbound, Northwest Corner",41.7450068,-87.66343298,0,,1
6118,6118,Ashland & 83rd Street,"Ashland & 83rd Street, Southbound, Northwest Corner",41.74324658,-87.66340003,0,,1
6119,6119,Ashland & 84th Street,"Ashland & 84th Street, Southbound, Northwest Corner",41.7413267,-87.66331068,0,,1
6120,6120,Ashland & 85th Street,"Ashland & 85th Street, Southbound, Northwest Corner",41.73951661,-87.66328726,0,,1
6121,6121,Ashland & 86th Street,"Ashland & 86th Street, Southbound, Northwest Corner",41.73769618,-87.66324199,0,,1
6123,6123,Ashland & 88th Street,"Ashland & 88th Street, Southbound, Northwest Corner",41.73400006,-87.66306253,0,,1
6124,6124,Ashland & 89th Street,"Ashland & 89th Street, Southbound, Northwest Corner",41.73222585,-87.66309013,0,,1
6125,6125,Ashland & 90th Street,"Ashland & 90th Street, Southbound, Northwest Corner",41.73033299,-87.66304263,0,,1
6126,6126,Ashland & 91st Street,"Ashland & 91st Street, Southbound, Northwest Corner",41.72854021,-87.66297642,0,,1
6127,6127,Ashland & 92nd Street,"Ashland & 92nd Street, Southbound, Northwest Corner",41.72671399,-87.66293316,0,,1
6128,6128,Ashland & 93rd Street,"Ashland & 93rd Street, Southbound, Northwest Corner",41.72494562,-87.6629214,0,,1
6129,6129,Ashland & 94th Street,"Ashland & 94th Street, Southbound, Westside of the Street",41.72310123,-87.66282833,0,,1
6130,6130,Ashland & 95th Street,"Ashland & 95th Street, Southbound, Northwest Corner",41.72137901,-87.66284024,0,,1
6131,6131,Ashland & 95th Street Terminal,"Ashland & 95th Street Terminal, Eastbound, Bus Terminal",41.7205904,-87.66298034,0,,1
6132,6132,9653 S Beverly,"9653 S Beverly, Southbound, Westside of the Street",41.71896957,-87.66220558,0,,1
6133,6133,9700 S Beverly,"9700 S Beverly, Southbound, Westside of the Street",41.71743334,-87.66138638,0,,1
6134,6134,9800 S Beverly,"9800 S Beverly, Southbound, Westside of the Street",41.71596515,-87.66075265,0,,1
6135,6135,Beverly & 99th Street,"Beverly & 99th Street, Southbound, Northwest Corner",41.71411799,-87.6598589,0,,1
6136,6136,Beverly & 100th Place,"Beverly & 100th Place, Southbound, Northwest Corner",41.71141884,-87.65841932,0,,1
6137,6137,10112 S Beverly,"10112 S Beverly, Southbound, Westside of the Street",41.70982066,-87.65759042,0,,1
6138,6138,Beverly & 103rd/Vincennes,"Beverly & 103rd/Vincennes, Southbound, Northwest Corner",41.70695661,-87.65616492,0,,1
6140,6140,Beverly & 103rd/Vincennes,"Beverly & 103rd/Vincennes, Northbound, Northeast Corner",41.70732671,-87.65614552,0,,1
6141,6141,10113 S Beverly,"10113 S Beverly, Northbound, Eastside of the Street",41.70975275,-87.65739229,0,,1
6142,6142,Beverly & 100th Place,"Beverly & 100th Place, Northbound, Southeast Corner",41.711298,-87.658103,0,,1
6143,6143,Beverly & 99th Street,"Beverly & 99th Street, Northbound, Southeast Corner",41.71392248,-87.65945244,0,,1
6144,6144,9800 S Beverly,"9800 S Beverly, Northbound, Eastside of the Street",41.71586712,-87.66040016,0,,1
6145,6145,9653 S Beverly,"9653 S Beverly, Northbound, Eastside of the Street",41.71732689,-87.66122315,0,,1
6146,6146,9600 S Beverly,"9600 S Beverly, Northbound, Eastside of the Street",41.71907948,-87.6620775,0,,1
6147,6147,Ashland & 95th Street,"Ashland & 95th Street, Northbound, Northeast Corner",41.72148268,-87.66254275,0,,1
6148,6148,Ashland & 94th Street,"Ashland & 94th Street, Northbound, Southeast Corner",41.722924,-87.662541,0,,1
6149,6149,Ashland & 93rd Street,"Ashland & 93rd Street, Northbound, Southeast Corner",41.7247674,-87.66263406,0,,1
6150,6150,Ashland & 92nd Street,"Ashland & 92nd Street, Northbound, Southeast Corner",41.7265544,-87.66266907,0,,1
6152,6152,Ashland & 90th Street,"Ashland & 90th Street, Northbound, Southeast Corner",41.7301674,-87.66274807,0,,1
6153,6153,Ashland & 89th Street,"Ashland & 89th Street, Northbound, Southeast Corner",41.73193239,-87.6628153,0,,1
6154,6154,Ashland & 88th Street,"Ashland & 88th Street, Northbound, Southeast Corner",41.73383506,-87.66291753,0,,1
6155,6155,Ashland & 87th Street,"Ashland & 87th Street, Northbound, Southeast Corner",41.73563842,-87.66291459,0,,1
6156,6156,Ashland & 86th Street,"Ashland & 86th Street, Northbound, Southeast Corner",41.73746766,-87.66295046,0,,1
6158,6158,Ashland & 84th Street,"Ashland & 84th Street, Northbound, Southeast Corner",41.74115081,-87.66307393,0,,1
6159,6159,Ashland & 83rd Street,"Ashland & 83rd Street, Northbound, Southeast Corner",41.74293232,-87.66310223,0,,1
6160,6160,Ashland & 82nd Street,"Ashland & 82nd Street, Northbound, Southeast Corner",41.74475639,-87.66318755,0,,1
6162,6162,Ashland & 80th Street,"Ashland & 80th Street, Northbound, Southeast Corner",41.7484541,-87.66326024,0,,1
6163,6163,Ashland & 79th Street,"Ashland & 79th Street, Northbound, Southeast Corner",41.75023213,-87.6632835,0,,1
6164,6164,Ashland & 78th Street,"Ashland & 78th Street, Northbound, Southeast Corner",41.75205383,-87.66335207,0,,1
6165,6165,Ashland & 77th Street,"Ashland & 77th Street, Northbound, Southeast Corner",41.753825,-87.663451,0,,1
6166,6166,Ashland & 76th Street,"Ashland & 76th Street, Northbound, Southeast Corner",41.75570241,-87.66344732,0,,1
6168,6168,Ashland & 74th Street,"Ashland & 74th Street, Northbound, Southeast Corner",41.75936363,-87.66351209,0,,1
6169,6169,Ashland & 73rd Street,"Ashland & 73rd Street, Northbound, Southeast Corner",41.761201,-87.66357,0,,1
6171,6171,Ashland & 71st Street,"Ashland & 71st Street, Northbound, Southeast Corner",41.76477885,-87.66364073,0,,1
6172,6172,Ashland & 70th Street,"Ashland & 70th Street, Northbound, Southeast Corner",41.76665596,-87.66370658,0,,1
6174,6174,Ashland & 68th Street,"Ashland & 68th Street, Northbound, Southeast Corner",41.77030182,-87.66381717,0,,1
6176,6176,Ashland & 66th Street,"Ashland & 66th Street, Northbound, Southeast Corner",41.77395394,-87.66396352,0,,1
6177,6177,Ashland & 65th Street,"Ashland & 65th Street, Northbound, Southeast Corner",41.77575594,-87.66401252,0,,1
6178,6178,Ashland & 64th Street,"Ashland & 64th Street, Northbound, Southeast Corner",41.77760494,-87.66404052,0,,1
6179,6179,Ashland/63rd Green Line Station,"Ashland/63rd Green Line Station, Northbound, Eastside of the Street",41.77886517,-87.66404863,0,,1
6181,6181,Ashland & 62nd Street,"Ashland & 62nd Street, Northbound, Southeast Corner",41.781203,-87.664177,0,,1
6182,6182,Ashland & 61st Street,"Ashland & 61st Street, Northbound, Southeast Corner",41.78297691,-87.66418149,0,,1
6183,6183,Ashland & 60th Street,"Ashland & 60th Street, Northbound, Southeast Corner",41.7848,-87.66424,0,,1
6184,6184,Ashland & 59th Street,"Ashland & 59th Street, Northbound, Southeast Corner",41.78657031,-87.66424465,0,,1
6185,6185,Ashland & 58th Street,"Ashland & 58th Street, Northbound, Southeast Corner",41.78843699,-87.66430347,0,,1
6186,6186,Ashland & 57th Street,"Ashland & 57th Street, Northbound, Southeast Corner",41.79025299,-87.66434247,0,,1
6187,6187,Ashland & 56th Street,"Ashland & 56th Street, Northbound, Southeast Corner",41.792022,-87.664391,0,,1
6188,6188,Ashland & Garfield,"Ashland & Garfield, Northbound, Southeast Corner",41.79356547,-87.66442107,0,,1
6189,6189,Ashland & Garfield,"Ashland & Garfield, Northbound, Northeast Corner",41.79414887,-87.66443238,0,,1
6190,6190,Ashland & 54th Street,"Ashland & 54th Street, Northbound, Southeast Corner",41.79572925,-87.6645339,0,,1
6191,6191,Ashland & 53rd Street,"Ashland & 53rd Street, Northbound, Southeast Corner",41.7975989,-87.66454744,0,,1
6192,6192,Ashland & 52nd Street,"Ashland & 52nd Street, Northbound, Southeast Corner",41.799391,-87.6646,0,,1
6195,6195,Ashland & 49th Street,"Ashland & 49th Street, Northbound, Northeast Corner",41.80507134,-87.66474944,0,,1
6198,6198,Ashland & 46th Street,"Ashland & 46th Street, Northbound, Southeast Corner",41.81038454,-87.66483136,0,,1
6201,6201,Ashland & 43rd Street,"Ashland & 43rd Street, Northbound, Southeast Corner",41.81581129,-87.66492427,0,,1
6202,6202,Ashland & 42nd Street,"Ashland & 42nd Street, Northbound, Eastside of the Street",41.81800076,-87.66498787,0,,1
6205,6205,Ashland & Pershing,"Ashland & Pershing, Northbound, Northeast Corner",41.82342621,-87.66526481,0,,1
6206,6206,Ashland & 38th Street,"Ashland & 38th Street, Northbound, Southeast Corner",41.8249872,-87.66536113,0,,1
6208,6208,Ashland & 36th Street,"Ashland & 36th Street, Northbound, Eastside of the Street",41.828632,-87.665452,0,,1
6209,6209,Ashland & 35th Street,"Ashland & 35th Street, Northbound, Southeast Corner",41.83038641,-87.66542064,0,,1
6210,6210,Ashland & 34th Street,"Ashland & 34th Street, Northbound, Southeast Corner",41.832213,-87.665547,0,,1
6213,6213,Ashland & Archer,"Ashland & Archer, Northbound, Southeast Corner",41.83759436,-87.66559814,0,,1
6215,6215,2700 S Ashland,"2700 S Ashland, Northbound, Eastside of the Street",41.84325342,-87.66570191,0,,1
6217,6217,2451 S Ashland,"2451 S Ashland, Northbound, Eastside of the Street",41.84740888,-87.66586687,0,,1
6223,6223,Ashland & 19th Street,"Ashland & 19th Street, Northbound, Southeast Corner",41.85590914,-87.6659639,0,,1
6227,6227,Ashland & 15th Street,"Ashland & 15th Street, Northbound, Northeast Corner",41.86163132,-87.66611775,0,,1
6228,6228,Ashland & 14th Street,"Ashland & 14th Street, Northbound, Southeast Corner",41.86315748,-87.66616127,0,,1
6229,6229,Ashland & 13th Street,"Ashland & 13th Street, Northbound, Southeast Corner",41.86500636,-87.66620865,0,,1
6230,6230,Ashland & Roosevelt,"Ashland & Roosevelt, Northbound, Southeast Corner",41.86668013,-87.66623696,0,,1
6233,6233,Ashland & Harrison,"Ashland & Harrison, Northbound, Southeast Corner",41.87401398,-87.66643877,0,,1
6241,6241,Ashland & Carroll,"Ashland & Carroll, Northbound, Northeast Corner",41.88744076,-87.66688295,0,,1
6245,6245,Ashland & Erie,"Ashland & Erie, Northbound, Southeast Corner",41.89326051,-87.66708111,0,,1
6246,6246,Ashland & Huron,"Ashland & Huron, Northbound, Southeast Corner",41.89417451,-87.66710811,0,,1
6248,6248,Ashland & Chestnut,"Ashland & Chestnut, Northbound, Southeast Corner",41.89781086,-87.66720952,0,,1
6250,6250,Ashland & Thomas,"Ashland & Thomas, Northbound, Southeast Corner",41.901408,-87.667368,0,,1
6252,6252,Ashland & Milwaukee (Blue Line),"Ashland & Milwaukee (Blue Line), Northbound, Southeast Corner",41.903734,-87.667365,0,,1
6255,6255,Ashland & Le Moyne,"Ashland & Le Moyne, Northbound, Southeast Corner",41.90878095,-87.66751916,0,,1
6257,6257,Ashland & Wabansia,"Ashland & Wabansia, Northbound, Southeast Corner",41.91237,-87.667669,0,,1
6259,6259,Ashland & Cortland,"Ashland & Cortland, Northbound, Southeast Corner",41.916024,-87.66769652,0,,1
6260,6260,Ashland & Armitage,"Ashland & Armitage, Northbound, Southeast Corner",41.917828,-87.667794,0,,1
